requested_replicates,successful_replicates,failed_replicates,smoothed_matrices,replicates_with_warnings,minimum_raw_eigenvalue,elapsed_seconds,elapsed_minutes
2000,2000,0,0,0,0.17110430433681784,270.1359999999986,4.502266666666643
